job_id,url,source,title,company,location,job_type,workplace_type,experience_level,description,salary,posted_date,applicant_count,view_count
86,https://www.profesia.sk/praca/avenga-slovakia/O5091899?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,IT Analyst,Avenga Slovakia S.R.O.,Bratislava,full_time,remote,,"
Job description, responsibilities and duties
This is us
At Avenga, we believe that human creativity empowers technology that matters. Operating globally, our 6000+ specialists provide a full spectrum of services, including business and tech advisory, enterprise solutions, CX, UX and Ul design, managed services, product development, and software development.
This is the job
In Bratislava within the banking industry, we are actively seeking a professional to strengthen our team.
The Analyst at Avenga serves as a pivotal link among the participants throughout the software development process from the very beginning to the end. They are the fundamental pillar on which the successful delivery of the project hinges.
Is designing technical solutions based on customer business requirements where your expertise lies? We look forward to hearing from you.
This is you
Required skills:
Skillfully      analyse both functional and non-functional requirements
Proficiently      formulate data and object structures, define integration interface
Showcase      expertise in UML and Enterprise Architect
Solid      knowledge of SQL and basics of any programming language will be useful
Understanding      the ins and outs of the banking, telecommunications or automotive sector      would be beneficial
Exhibit      proficiency in Czech or Slovak and English at a communicative level
This is your role
Primarily      be in charge of IT analysis
Create      technical specifications for the development team, including the design of      the integration interface will be significant part of your role
Handle      the modeling and description of system modules, data, and object      structures
Engage      in daily communication with Business Analyst, Architect and the      development team
Get ready      to manage change management throughout the project
Create      and update analytical documentation
Contribute      to the creation of tests and testing will be included
Employee perks, benefits
What awaits you at Avenga?
Pleasant      working environment and stable background in one of the largest software      development companies
Space      to work independently and creatively with the possibility to implement      your own ideas and opportunities to learn new things and approaches
You      have the opportunity to influence your direction in the company
High      quality hardware and software, access to the latest technologies and      specific projects
Opportunities      to improve your language skills, we are a major global player
At      Avenga, you'll get quality support in your development thanks to a wide      range of internal and external training courses, so you can push the      boundaries of your competences
We      offer you benefits such as EN/DE/ES lessons, MultiSport card, sick days,      meal allowance, lots of company events, offices in Nivy Tower Bratislava      with quality equipment for sportsmen and lovers of food and coffee,      partial home office by mutual agreement, and more
The      basic salary component from
2200 EUR gross
per month -      the exact amount of the salary depends on the actual knowledge and      experience, qualifications and expertise of the candidate",2 200 EUR/month,2025-06-04,,
87,https://www.profesia.sk/praca/slovenska-sporitelna/O5091097?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Junior PL/SQL Developer/ka,"Slovenská Sporiteľňa, A.S.",Bratislava,unknown,on_site,,,1 600 EUR/mesiac,2025-06-03,,
88,https://www.profesia.sk/praca/brokeria/O5095998?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,IT Analytik (Medior),"Brokeria, A.S.",Bratislava,full_time,remote,,"Informácie o pracovnom mieste
Náplň práce, právomoci a zodpovednosti
Do nášho stabilného IT tímu hľadáme nového analytika. Pridaj sa k nám!
Náplň práce:
Návrh      a analýza riešení pre náš systém pre finančných poradcov
Tvorba      funkčných špecifikácií, návrhov databázových modelov a analýz
Komunikácia      s IT a business tímami, vývojármi a testermi
Práca s nástrojmi ako Figma, SQL databázami, UML diagramami a BPMN
Čo očakávame:
Skúsenosti      s návrhom databáz a modelmi SQL (MySQL) (Oracle výhodou)
Skúsenosti      s analytickými nástrojmi (napr. Figma, UML, BPMN)
Znalosť      REST/SOAP API, JSON/XML
Návrh      grafických rozhraní web aplikácií (UI/UX skúsenosti výhodou)
Samostatnosť,      zodpovednosť a schopnosť spolupracovať v tíme
Zamestnanecké výhody, benefity
Čo ponúkame:
Stabilné      prostredie v dynamickej spoločnosti
Možnosť      rozvíjať svoje schopnosti v oblasti IT a financií
Príležitosť      implementovať vlastné nápady a kreatívne riešenia
Flexibilná      pracovná doba a možnosť home office
Firemné benefity: Multisport karta, dovolenka nad rámec
Informácie o výberovom konaní
Budeme kontaktovať iba uchádzačov s vyhovujúcim životopisom.
Predpokladaný termín ukončenia výberového konania
31.7.2025
(ostáva ešte 37 dní)",2 000 EUR/mesiac,2025-06-10,,
89,https://www.profesia.sk/praca/swiss-re/O5105547?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,AI Engineer 80%100%,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
We are the largest data science team of Swiss Re and are looking for an enthusiastic AI Engineer who is passionate about applying cutting-edge AI techniques to real-world challenges. We create global AI-driven products made in Bratislava. While we value a strong foundation in machine learning, we also emphasize robust engineering practices, scalable infrastructure, and deploying AI solutions into production.
If you join us, you will be able to participate in a variety of interesting initiatives. For example, you will:
•	Design and deploy AI solutions to extract insights from complex legal documents using Generative AI,
•	Build and operationalize machine learning models to estimate life expectancy,
•	Develop AI tools to assess climate risks,
•	Contribute to a wide range of projects in close collaboration with Swiss Re's global network of offices.
We are a highly skilled and diverse team in Bratislava that solves analytics projects around the globe. Our passion to learn is what connects us. We love to learn new skills and will support you to do the same! We reserve time for studying and organize our own upskilling sessions as well.
By joining us, you will have the opportunity to develop your skills in the technologies that power modern data science products - especially in cloud computing and distributed systems - while applying machine learning to solve complex, real-world problems. This role offers a unique chance to learn, grow, and contribute within a collaborative, high-impact environment.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",2 400 EUR/month,2025-06-23,,
90,https://www.profesia.sk/praca/swiss-re/O5104992?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Senior AI Python Engineer,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
Are you passionate about data & technology? Do you want to work in a dynamic and cross-functional environment where you can give our business a competitive edge? If yes, then we have the perfect opportunity for you!
Join a dynamic and innovative Data Analytics & GenAI team. Our mission is to harness the power of Data Analytics and Generative AI to create a competitive advantage for our business. By generating actionable insights, we aim to enhance data-driven decision-making and improve business outcomes.
We're looking for a Senior AI Python Engineer to join our team and help us to build the bridge between business and engineering. If you enjoy a combination of business interaction, hands-on technical work, and product management in a global environment, this might be the perfect role for you! You'll get to participate in a variety of interesting initiatives, playing a crucial role in translating business needs and strategies into actionable insights, developing analytics and AI products, leveraging the latest technologies such as Generative AI.
For example, you will:
•	Drive and shape data & AI products from business value concepts to production.
•	Collaborate with cross-functional teams and stakeholders to understand and translate business requirements into technical specifications and actionable plans, ensuring successful delivery.
•	Design and develop user-centric data & AI applications in Python/PySpark, that align with business and technological requirements, emphasizing user experience & data storytelling.
•	Stay up to date with the latest technologies and best practices to drive sustainable and efficient data products.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",3 800 EUR/month,2025-06-23,,
91,https://www.profesia.sk/praca/freshfields/O5086238?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Senior Data Engineer,Freshfields,Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
Role summary/purpose of job
The Data Engineer will play a critical role in designing, building, and maintaining the organization's modern data infrastructure. This position is responsible for developing scalable data lake and lakehouse solutions using Microsoft Azure, Databricks, and Delta Lake, while ensuring data governance, lineage, and quality through tools like Collibra.
The ideal candidate will have a strong foundation in cloud-native data engineering and a passion for creating robust, high-performance data pipelines that support analytics, business intelligence, and machine learning initiatives. Working closely with data architects, analysts, and governance teams, the Data Engineer will help drive a unified, trusted, and accessible enterprise data platform—empowering data-driven decision-making across the organization.
Function Overview
We are seeking an experienced and forward-thinking Data Engineer with at least 5 years of experience to lead the development of our cloud-native data ecosystem. In this role, you will architect and maintain scalable data lakehouse solutions using Microsoft Azure, Databricks, and Delta Lake, while driving data quality and governance through Collibra.
You’ll work at the intersection of engineering, analytics, and governance—building robust data pipelines with PySpark, SQL, and Azure Data Factory, integrating modern tools like Apache Airflow, dbt (data build tool), and Git-based CI/CD workflows. You'll play a key role in implementing data cataloging, lineage tracking, and compliance frameworks to support trusted data access across the enterprise.
This is a hands-on opportunity to shape a cloud-first, scalable data infrastructure, collaborating with cross-functional teams to enable real-time insights, advanced analytics, and AI/ML capabilities. If you're passionate about building reliable data platforms using modern data stack technologies and driving data democratization across an organization, this role is for you
Key Responsibilities and Deliverables
*Design and Develop Data Solutions: Build and maintain scalable, secure, and high-performance data lake and lakehouse architectures using Azure Data Lake, Databricks, and Delta Lake.
*Data Pipeline Development: Create and optimize batch and streaming ETL/ELT pipelines using Azure Data Factory, Databricks (PySpark/SQL), Apache Spark, and orchestration tools such as Apache Airflow.
*Data Governance and Metadata Management: Implement and support data governance frameworks using Collibra for data cataloging, lineage tracking, metadata enrichment, and policy enforcement.
*Enable Data Accessibility: Ensure data is discoverable, well-documented, and accessible to stakeholders through self-service tools and integration with BI platforms.
*Performance and Cost Optimization: Monitor and tune data processing jobs and storage solutions for performance, scalability, and cost-effectiveness in the cloud environment.
*Collaboration Across Teams: Work closely with data architects, business analysts, data scientists, and compliance teams to translate data requirements into engineering solutions.
*CI/CD and DevOps for Data: Implement automated testing, deployment, and version control for data pipelines using tools like Git, Terraform, and Azure DevOps.
*Ensure Data Quality and Reliability: Integrate data validation, logging, and monitoring into pipelines to support data quality assurance and rapid troubleshooting.
*Documentation and Knowledge Sharing: Create and maintain technical documentation, data dictionaries, and best practices for team collaboration and knowledge transfer.
Key Requirements
Experience & Background
*At least 5 years of hands-on experience in data engineering or related fields.
*Proven track record in designing and implementing data lake or lakehouse architectures at scale.
*Experience working in enterprise cloud environments, preferably in Microsoft Azure.
Technical Skills
*Expertise with Azure Data Services, including:
Azure Data Lake Storage (Gen2)
Azure Synapse Analytics
Azure Data Factory
Azure Functions / Logic Apps
*Proficiency in Databricks (including Spark, PySpark, Delta Lake, and SQL).
*Strong programming skills in Python and SQL; experience with Scala is a plus.
*Familiarity with Apache Spark, Airflow, and streaming frameworks (e.g., Spark Structured Streaming, Azure Event Hubs).
*Experience implementing and managing data cataloging and governance tools such as Collibra, Purview, or similar.
Modern Data Stack Tools
*Experience with dbt (data build tool) for transformation and modeling.
*Familiarity with CI/CD practices and tools such as Git, Terraform, Azure DevOps, or GitHub Actions.
*Knowledge of containerization and orchestration (e.g., Docker, Kubernetes) is a plus.
Data Management & Governance
*Understanding of data quality, metadata management, lineage tracking, and access control frameworks.
*Experience working in regulated industries (e.g., legal, financial services, healthcare) and familiarity with compliance requirements like GDPR, HIPAA, or SOX is beneficial.
Soft Skills
*Strong problem-solving, analytical, and troubleshooting abilities.
*Excellent verbal and written communication skills to collaborate across technical and non-technical teams.
*Comfortable working in Agile or Scrum environments.
*A proactive mindset with a passion for continuous learning and innovation in the data space.
Employee perks, benefits
​Vibe of a small office in attractive location. Currently around 80 employees.
Available shared car parking
Work from home
Flexible Benefits – we offer monthly 6% on the top of the basic salary to allocate based on the employee preference
Meal contribution - 8.5 EUR/worked day fully paid by employer
Life Assurance
20 days fully paid sick leave or dependant leave
Yearly performance bonus
Daily Office refreshment
Unlimited LinkedIn Learning resources
Additional days off
Wellbeing support
Themed Events, Workshops
Volunteering and charity activities",3 800 EUR/month,2025-05-27,,
92,https://www.profesia.sk/praca/swiss-re/O5100808?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Vulnerability Management Analyst - graduate position,Swiss Re,Bratislava,full_time,hybrid,,"
Job description, responsibilities and duties
Ready to launch your cybersecurity career with real-world impact? Put your academic knowledge to work in a role where you'll help protect a global organization from emerging threats! As a recent grad or early-career professional with cybersecurity passion, you'll thrive in our collaborative environment where your fresh perspective and digital-native skills will be valued from day one.
About the Role
In this growth-oriented position, you'll develop expertise in identifying, assessing, and managing vulnerabilities across our global infrastructure. You'll collaborate with diverse teams, apply your cybersecurity knowledge to real-world challenges, and build valuable skills that will accelerate your career trajectory.
Key Responsibilities
Detect and analyze security vulnerabilities using cutting-edge scanning tools
Track and document the vulnerability lifecycle using modern collaboration platforms
Partner with system owners to explain technical issues and guide remediation efforts
Contribute to automation of vulnerability management processes
Research and stay current on emerging security threats and mitigation techniques
Assist in coordinating responses to critical security events
Help develop security metrics and reporting dashboards
Participate in projects to continuously improve our security posture
About the Team
Being part of the CSO organization means we are the focal point for security activities across Swiss Re. Inside the Preparedness & Assurance Squad we make sure we actively discover and monitor known vulnerabilities across the whole company and warn system owners about what needs to be fixed, pushing for automation and integration with all the different products. With our vulnerability expertise, we analyse Swiss Re's risk exposure and deliver recommendations to respective management teams. Does this resonate with you and are you willing to make this process better? Then you are exactly the person we need!
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",1 800 EUR/month,2025-06-16,,
93,https://www.profesia.sk/praca/swiss-re/O5034471?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,IT Business Analyst,Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
About the role and the team
You will work in a global team supporting Life & Health (L&H) Solutions from Swiss Re. Our L&H Solutions' offering covers the insurance value chain, from underwriting to claims and data analytics. One of the L&H Solutions is Magnum which is an automated underwriting solution built by Swiss Re and helps 70+ insurers across the globe to automate the risk assessment in their Life and Health insurance transactions. Magnum is a market-leading software for automated underwriting worldwide, recognized by The Forrester Wave™ as a leader in Automated Life Insurance Underwriting Engines. Magnum is catering to a fast-growing base of installed clients with dedicated teams across the world, from the US to Europe and Asia. Our ambition is to best serve our clients and achieve sustainable growth of Magnum products. To maintain cutting-edge propositions and develop the next wave of innovations we are seeking an IT Business Analyst with rich BA experience in implementation of strategic and complex projects for our L&H Solutions.
Your key responsibilities
-Closely collaborate with Product Owners, Product Managers and Engineering team, serve as a liaison between the business and technology teams
-Solicit business and system requirements using walk-through of use case scenarios, business process, activity workflow and data flow where required
-Write clear and concise requirements and specification in the form of user story and acceptance criteria, ensuring that requirements are unambiguous, complete, consistent and verifiable
-Lead review sessions for completed business requirements with key business users to gain final business approval
-Verify that the solution meets the business, compliance, and technical requirements
-Participate in the development and planning of the User Acceptance Testing (UAT) activities, including test plans and scripts, and facilitate UAT execution phase and work with business lead and project coordinator to acquire UAT signoff
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",2 100 EUR/month,2025-06-16,,
94,https://www.profesia.sk/praca/swiss-re/O5088346?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Data Governance Architect,Swiss Re,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
About Data Governance Architecture
Unlock the Power of Data with Us! In a world where data is ubiquitous, we provide the structure and processes to unleash the full potential of our in-house data, powering the latest AI-based applications. Are you an energetic, self-motivated, and tech-savvy professional? We invite you to take a role in our team!
About the Role
In this role, you will be using a combination of technical expertise and leadership skills to:
- Drive engineering excellence by defining and support of coding & architectural best practices.
- Design and develop engineering upskilling specific for data, ML and AI domain.
- Develop internal tools used by technical teams to improve and monitor project development process and quality.
- Conduct independent technical reviews for projects and provide architectural guidance to development teams.
- Foster a culture of data & engineering quality and accountability through stakeholder engagement, training, and consulting.
- Guide engineering teams in implementing data governance policies and support creation of data governance policies in collaboration with other teams.
- Work closely with internal Tech and Business stakeholders, on all levels, to integrate quality standards.
- Keep abreast of the latest technology trends and regulatory changes impacting data & engineering quality.
About the Team
We focus on strengthening data and AI governance practices across Swiss Re. We are the global focus point of data governance in the company, and we closely collaborate with many engineering teams in Zurich, Bratislava, and Bangalore.
Employee perks, benefits
You can look forward to extra rewards and benefits including:
- Attractive performance-based bonus
- Ultra flexible working time in hybrid setup, allowing you to work also from home
- Modern office spaces in attractive location
- 5 additional days of holiday
- Lunch allowance fully paid by Swiss Re
- Referral bonus
- Pension & risk insurance contribution
- Sick days and sick leave support
- Public transport benefit
- Multisport card
Information about the selection process
We are an equal opportunity employer, and we value diversity at our company. Our aim is to live visible and invisible diversity – diversity of age, race, ethnicity, nationality, gender, gender identity, sexual orientation, religious beliefs, physical abilities, personalities and experiences – at all levels and in all functions and regions. We also collaborate in a flexible working environment, providing you with a compelling degree of autonomy to decide how, when and where to carry out your tasks.
We provide feedback to all candidates via email. If you have not heard back from us, please check your spam folder.",2 400 EUR/month,2025-05-30,,
95,https://www.profesia.sk/praca/lear-corporation/O5038540?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Data Engineer,Lear Corporation,Slovak Republic,full_time,on_site,,"
Job description, responsibilities and duties
General Job Description
The Data Engineer- Foundry is responsible for designing, developing, and maintaining the ontological structures within LEARs preferred platform Palantir Foundry. This role involves creating and managing the digital representation of an organization’s data, processes, and relationships to enable efficient data integration, analysis, and application development. The developer collaborates with data engineers, analysts, and business stakeholders to ensure the ontology accurately represents the organization’s data and supports various analytical and operational use cases. Additionally, the developer is responsible for designing, developing, and maintaining ontological structures within Palantir Foundry, with a primary focus on creating new applications. This includes developing applications using the Palantir Foundry, and continuously optimizing the ontology and applications to meet the evolving needs of the organization and executing change requests from business users. Key competencies include proficiency in programming languages such as TypeScript or Javascript and Python, strong analytical and problem-solving skills, excellent communication abilities, and high attention to detail.
Main Activities:
Application Development: Develop new applications (e.g. in Workshop) using the Palantir Foundry Ontology to leverage the ontological structures for business operations.
Ontology Design and Development: Create and configure ontology objects, properties, and links to represent real-world entities and their relationships within the organization.
Code and Function Development: Write codes and functions as needed to support application development and data integration tasks.
Collaboration: Work closely with data engineers, analysts, and business stakeholders to understand requirements and translate them into ontological models and applications.
Maintenance and Optimization: Continuously monitor and optimize the ontology and applications to ensure they meet the evolving needs of the organization.
Change Request Execution: Implement change requests from business users to ensure the ontology and applications remain aligned with business needs.
Responsibilities:
Design and develop new applications within Palantir Foundry, utilizing the ontology to meet business requirements.
Design and manage the ontology, including object types, properties, and links.
Develop and maintain data models that accurately represent the organization’s data and processes.
Provide support for applications built on the ontology, ensuring they function correctly and efficiently.
Learning new programming languages based on need with regard to assigned projects
Requirements:
Proficiency in programming languages such as TypeScript or Javascript and Python and experience with data modeling, integration, and application development.
Strong analytical skills to understand complex data relationships, business processes, and application requirements.
Active english knowledge
Excellent communication skills to collaborate with cross-functional teams and explain technical concepts to non-technical stakeholders.
Ability to troubleshoot and resolve issues related to ontology development, application performance, and integration.
High attention to detail to ensure accuracy and consistency in ontology design, data integration, and application development.
Knowledge of Palantir Foundry is advantage
Employee perks, benefits
Year-end bonus – 13th salary
Meal allowance
Anniversary benefit.
Referral benefit
Company canteen
Development programs.
Flexible working hours
Training program for new employees
Career growth opportunities
Sports and cultural activities
Vitamin package, fruit days every month, Christmas gifts
Employee café
Financial consultations.",2 500 EUR/month,2025-06-03,,
96,https://www.profesia.sk/praca/synpulse-slovakia/O5102447?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Junior Data Analyst (Data Culture),Synpulse Slovakia S.R.O.,Bratislava,full_time,on_site,director,"
Job description, responsibilities and duties
We are currently seeking a passionate and motivated Junior Data Analyst to join our Data Culture team, which sits within the broader Data Quality Team. This role will support the development of automation processes aimed at reducing the burden of managing data. The ideal candidate should have a foundational understanding of modern technologies, principles, and patterns, and be eager to collaborate with technical teams to understand and document business domain models, data schema, and data transformations.
About the Role:
As a Junior Data Analyst, you will play a crucial role in automating data management processes, reducing manual data handling tasks, and ensuring data quality. You will work closely with our Data Culture leads, technical teams, and management to drive data excellence.
Key Responsibilities:
Collaborative Analysis:
Assist Data Culture leads in addressing business requirements and new requests.
Data Mapping & Quality:
Support business analysis and data mapping efforts and help implement data quality rules.
Metadata Management:
Help maintain and update metadata and reference data.
Tooling Improvements:
Contribute to enhancements in data management tools.
Integration:
Assist in ensuring seamless integration of important items with our data management tools.
Ataccama Tool Maintenance:
Support the maintenance and running of the Ataccama tool (Dev, Test, Prod).
Technical Support: Provide basic technical support around Ataccama tool, e.g., APIs, Snowflake, Power BII, Airtable, etc.
User Access Management:
Assist in managing user access and liaising with Ataccama for product improvements and issue reporting.
Database Management:
Help manage the Ataccama database in Snowflake and Data Quality Rules Portal.
What We’re Looking For:
Essential Skills:
​
SQL Basics:
Some experience in querying and extracting data using SQL, including Snowflake and SQL Server.
Analytical Prowess:
Basic data analysis and mapping skills
Communication:
Good written and verbal communication skills, capable of conveying technical issues to non-technical audiences.
Problem-Solving:
Technical problem-solving and requirement gathering expertise.
Agile Experience:
Familiarity with Agile project management frameworks.
Self-Motivation:
Ability to manage tasks with some supervision, attention to detail and ability to adapt to and learn new technologies.
Stakeholder Transparency:
Effective at reporting progress and providing transparency to stakeholders.
MS Excel Proficiency:
Good skills in MS Excel, including pivot tables, vlookup, and aggregate functions.
Desirable Skills:
Ataccama Development:
Basic understanding of Ataccama ONE Desktop plan and components, VCI creation, API development, metadata management, Reference Data Management development, and glossary development.
Tool Experience:
Some experience with metadata management or data quality tools such as Ataccama ONE.
Tech-enthusiast:
Innovative and quick to adapt to new technologies like Snowflake, Ataccama, and Atlassian.
Data Visualization:
Familiarity with data visualization tools like Power BI and Tableau.
API Knowledge
: Basic understanding of API integration.
Industry Experience
: Background in commercial insurance is a plus.
Programming Skills
: Basic knowledge of Python and GraphQL is a plus.
Employee perks, benefits
​
Five      extra vacation days on top of regulation
Sick      leave compensation 100% from day one
3      sick days per year
Attractive      performance bonus based on project performance up to 10%
Cafeteria      benefit system with a flexible allowance of 500 EUR per year for      education, health benefits, shopping, travel, cultural activities, and      sports options
A      friendly and informal working environment
Work-life      balance with flexible working hours and the option to work from home (by      agreement)
Dedicated      time for individual training
MultiSport      card
&      more",1 500 EUR/month,2025-06-18,,
97,https://www.profesia.sk/praca/sourcefirst-international/O5079231?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Technical Business Analyst,Sourcefirst International S.R.O.,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
We’re seeking a skilled and motivated
Business Analyst
to strengthen our team focused on business and data architecture. Our mission is to help the organization make informed, strategic decisions by identifying potential risks and highlighting opportunities worth pursuing. Through deep domain knowledge and a long-term, independent view, we bring clarity to complex data landscapes.
Responsibilities
This is a hands-on role where you’ll collaborate closely with architecture and risk-related functions across the organization. Your efforts will directly contribute to building a forward-looking, scalable data environment. Key responsibilities include:
Data modelling and information management
: Understanding, structuring, validating, and maintaining data requirements.
Driving unified data management practices
: Supporting the development and maintenance of a centralized data platform for risk-related information, with a focus on automation and adaptability.
Stakeholder collaboration
: Working with data owners, business leads, application managers, and project teams to translate business needs into effective technical solutions.
Value communication
: Bridging the gap between business and technical audiences to clearly present the benefits of proposed solutions, keeping scope and effort in mind.
Adhering to strategic guidelines
: Providing input on data-related projects in line with architectural principles, established frameworks, and best practices to ensure sustainable implementation.
Employee perks, benefits
- flexible working time
- hybrid type of home-office
- kindergarten - available in our building
- yearly salary re-evaluation
- sick days
- MultiSport card
- mental & medical health support
- public transport donation
Information about the selection process
In case of your interest to apply for this position, please, send us your curriculum vitae on pavel.stojka@sourcefirstinternational.com.
We always have several positions for IT specialists in Slovakia, in the Czech Republic, but also on foreign projects
Expected date of completion of the selection process
30 September 2025
(there are still 98 more days)
Company on whose behalf the position is being filled
Information technology, computer programming, web portals
Our client is stable international company.",2 100 EUR/month,2025-06-16,,
98,https://www.profesia.sk/praca/siemens-slovensko/O4915672?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Senior Data Scientist,Siemens Slovensko,Bratislava Region,unknown,on_site,,,4 000 EUR/month,2025-06-16,,
99,https://www.profesia.sk/praca/sourcefirst-international/O5089443?search_id=76d9e428-742f-454e-93eb-dd0cb4b43cd7,https://www.profesia.sk/,Senior Database Engineer,Sourcefirst International S.R.O.,Bratislava,full_time,hybrid,director,"
Job description, responsibilities and duties
We’re looking for an expert database engineer with a strong focus on relational databases, especially PostgreSQL and Oracle. In this role, you will work at the intersection of code, data, and collaboration, driving high-impact backend development and data integration efforts across a complex application landscape.
You’ll be instrumental in maintaining and evolving large-scale Java / Spring Boot backends, integrating deeply with PostgreSQL, Oracle and other data technologies. You’ll help shape modern, data-driven architectures and guide teams toward best practices in relational data modeling, query optimization, and data access layer design.
Responsibilities are:
-Design, implement, and optimize database structures with a focus on PostgreSQL and Oracle.
​-Collaborate with development teams to integrate efficient and scalable data access layers into Java / Spring Boot services.
​-Modernize legacy database interactions, ensuring high performance, security, and maintainability.
​-Lead and mentor teams in writing clean, effective SQL.
​-Troubleshoot complex data-related issues, from schema design to query tuning.
​-Depending on your knowhow in Java backend technologies and frameworks, you also participate in code reviews, especially on data-heavy components, and provide guidance on best practices for working with relational databases.​
Employee perks, benefits
- kindergarten - available in our building
- yearly salary re-evaluation
- hybrid type of home-office
- flexible working time
- sick days
- MultiSport card
- mental & medical health support
- public transport donation
Information about the selection process
In case of interest, please send your CV to: tomas.simander@sourcefirstinternational.com .
We have many open positions for IT specialists, not only in Slovakia and Czech Republic, but also on other foreign projects.
Expected date of completion of the selection process
31 December 2025
(there are still 190 more days)
Company on whose behalf the position is being filled
Financial consultancy, intermediation of financial services and insurance
Our client is one of the leaders providing global technology services.",3 800 EUR/month,2025-06-02,,
